Title,Author,Series,Romance.io Rating,# of Ratings,# of Reviews,Release Day/Month,Release Year,Release Date,Story Length,Page Count,Priority,Priority #,Contemporary,Futuristic,Historical,Ancient Times,Medieval,Tudors & Stuarts,Georgian,Regency,Victorian,Western Frontier,American Civil War,20th Century,Dark Romance,Young Adult,New Adult,Mystery,Suspense,Dystopian,Funny,Angst,Horror,Fantasy,High Fantasy,Urban Fantasy,Steampunk,Paranormal,Magic,Time Travel,Angels,Demons,Fae,Monsters,Shapeshifters,Werewolves,Dragon Shifter,Bear Shifter,Lion Shifter,Tiger Shifter,Vampires,Witches,Science Fiction,Aliens,M-F Romance,Gay Romance,Lesbian Romance,Non-Binary Romance,Older/Mature,Childfree,Queer Romance,Queer Awakening,Bisexuality,Age Gap,Boss & Employee,Class Difference,Grumpy & Sunshine,Height Difference,Multicultural,Arranged/Forced Marriage,Caretaking,Enemies To Lovers,Fake Relationship,Fated Mates,Forbidden Love,Forced Proximity,Friends To Lovers,Good Grovel,Hurt/Comfort,Insta-Love,Marriage Of Convenience,Other Man/Woman,Love Triangle,Cheating,Pregnancy,Second Chances,Secret Child,Secret Relationship,Sibling's Best Friend,Slow Burn,Abduction,Betrayal,Christmas,Disabilities & Scars,Found Family,Mafia,Military,Neurodivergent MC,Political/Court Ingtrigue,Slavery,Superheroes,Survival,Vengeance,War,Black MC,African-American,BW/WM,East Asian MC,Indigenous MC,Latinx MC,South Asian/Desi,Southeast Asian MC,Amish,Buddhist,Christian,Hindu,Jewish,Muslim,Pagan,Sports,Baseball,Basketball,Fighting/MMA/Boxing,Football,Hockey,Ice/Figure Skating,Soccer,Highschool,College,Workplace/Office,Small Town,Western,Africa,Northern Africa,Morocco,Eastern Africa,Djibouti,Somalia,Asia,Central Asia,East Asia,South Asia,Southeast Asia,Western Asia,Isreal,Jordan,Palestine,North America,Caribbean,Bahamas,Jamaica,Central America,Costa Rica,Canada,Mexico,USA,Alabama,Alaska,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,Florida,Georgia,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New Hampshire,New Jersey,New Mexico,New York State,North Carolina,North Dakota,Ohio,Oklahoma,Oregon,Pennsylvania,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,Utah,Vermont,Virginia,Washington D.C.,Washington State,West Virginia,Wisconsin,Wyoming,South America,Argentina,Colombia,Peru,Europe,Ireland,United Kingdom,England,Northern Ireland,Scotland,Wales,Western & Central Europe,Belgium,France,Germany,Hungary,Netherlands,Switzerland,Scandinavia,Norway,Sweden,Southern Europe,Italy,Spain,South-East Europe,Greece,Kosovo,Romania,Serbia,Eastern Europe,Belarus,Russia,Oceania,Australia,New Zealand,Cheerful/Happy Heroine,Competent Heroine,Female Rake,Grumpy/Ice Queen,Independent Heroine,Sassy Heroine,Shy Heroine,Sweet/Gentle Heroine,Take-Charge Heroine,Dangerous Heroine,Gifted/Super-Heroine,Non-Human Heroine,Poor Heroine,Rich Heroine,Single Mother,Tortured Heroine,Trans Heroine,Curvy Heroine,Plain Heroine,Tall Heroine,Aristo/Royal Heroine,Athlete Heroine,Bodyguard/Protector Heroine,Famous Heroine,Criminal Heroine,Sleuth Heroine,Teacher/Coach Heroine,Warrior Heroine,White Collar Heroine,Working Class Heroine,Bad Boys,Cruel Hero/Bully,Grumpy/Cold Hero,Himbo,Nerdy Hero,Possessive Hero,Shy Hero,Sunny/Happy Hero,Sweet/Gentle Hero,Non-Human Hero,Rich Hero,Single Father,Tortured Hero,Trans Hero,Dad-Bod Hero,Short King,Actor Hero,Athlete Hero,Biker Hero,Bodyguard/Protector Hero,CEO/Tycoon Hero,Cowboy Hero,Fighter Hero,Men in Uniform,Pirate Hero,Politician Hero,Rockstar Hero,Teacher/Coach Hero,Warlord/Commander Hero,Working Class Hero,Highlander Hero,Royal Hero,Sheik,Viking Hero,No HEA,Nontraditional HEA,Ableism,Animal Abuse,Animal Death,Eating Disorders,Fatphobia,Gambling,Graphic Violence,Human Trafficking,Mental Illness,Mental Trauma,Miscarriage/Infertility,Misogyny,Queerphobia,Racism,Religious Trauma,Self Harm,Suicide/Ideation,Terminal Illness,Torture of MCs,Torture of Side Characters,Victim Blaming,Abuse,Abuse Between MCs,Third Party Abuse,Past Abuse,Past Child Abuse,Past Child Neglect,Death/Grief,Child Death,Substance Abuse,Alcoholism,Drug Abuse,Male POV,Dual POV,First Person POV,Third Person POV,Status,Date Started,Date Finished,Total Days,TBR Placement
Alien Most Wanted: Unchained ,Honey Phillips,Folsom Planet Blues  ,4.23,15,0,4/14,2022,14-Apr-22,Short,154,High Priority,4,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,2,,,,,,,,,,,,,,,,,,,1,,3,,,,,,,,,1,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unread,,,,1466
Alpha's Prize ,Renee Rose,Bad Boy Alphas  ,4.08,17,1,10/16,2017,16-Oct-17,Short,205,Medium Priority,2,,,,,,,,,,,,,,,5,,,,,,,4,,,,6,,,,,,,6,5,,,,,,,,,1,,,,,,,,,,,,,,6,,,,,2,,,,1,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,Unread,,,,1467
Beauty's Alien Beast,Linda Mooney,,4.33,3,0,11/12,2018,12-Nov-18,Short,201,Medium Priority,3,,6,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,6,1,1,,,,,1,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Unread,,,,1468
The Scottish Boy,Alex de Campi,,4,32,4,5/28,2020,28-May-20,Long,485,Low Priority,2,,,7,,9,,,,,,,,,,,,2,,,6,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,3,,,,,3,,,2,,1,8,,,5,5,,,1,,4,,,3,,,,4,,5,3,,,1,,,,,,,,,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,1,,1,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,,,4,,,3,,,,5,,,,,,,,,,,,,,,,,,4,5,,,,,,,3,,,,1,,,1,,,5,,,,1,,,,,,,,,,,5,,,,,1,,,3,Unread,,,,1469
Counsellor ,Celia Aaron,Acquisition  ,3.95,27,0,9/28,2015,28-Sep-15,Short,209,Medium Priority,2,,,,,,,,,,,,,1,4,3,2,5,,,2,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,2,,,3,,,,,,,,,,,,,,,,,,,,,3,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,1,,,,,3,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,Unread,,,,1470
Suddenly His,Jessa Kane,,3.52,40,4,8/17,2020,17-Aug-20,Novella,114,Low Priority,2,4,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,4,,3,,3,,,,,,,,,,,,4,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,3,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,4,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,Unread,,,,1471
Defiant ,Pamela Clare,MacKinnon's Rangers  ,4.29,37,1,7/3,2012,3-Jul-12,Medium,364,Medium Priority,2,,,9,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,2,,3,,,,,,,9,,,,,,5,,,,8,,3,,,,,,,1,,,7,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,3,,,,,1,,,,,,,,,,,,,,,2,,,,,,,7,,,,,,,2,,,,,,,,,1,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,Unread,,,,1472
Irreparable Damage ,Sam Mariano,Irreparable  ,3.68,12,0,10/25,2014,25-Oct-14,Medium,262,Low Priority,1,,,,,,,,,,,,,5,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,6,,,,,,,,,,,6,,,,,,,1,,6,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,Unread,,,,1473
Scarred Queen ,Nikita Slater,The Queens  ,3.83,12,1,2/21,2018,21-Feb-18,Medium,294,Low Priority,1,2,,,,,,,,,,,,3,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,2,,,,,3,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,1,,,,,1,,,,,,,Unread,,,,1474
The Maiden ,Celia Aaron,The Cloister  ,4.18,19,1,4/3,2018,3-Apr-18,Medium,368,Low Priority,2,11,,,,,,,,,,,,11,,,11,11,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,8,1,,,,,,,,,,,,1,,,4,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,6,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,1,,,,,1,,1,,,,1,,,Unread,,,,1475
Debt Inheritance ,Pepper Winters,Indebted  ,3.44,82,7,8/14,2014,14-Aug-14,Short,222,Medium Priority,3,8,,,,,,,,,,,,7,,5,5,6,,,1,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,2,,,2,,,,,,,,,,,,,,,1,6,1,,,,17,,,,6,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3,1,,,,,,,,6,,,,,,,,6,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,2,2,1,,Unread,,,,1476
In Their Hands ,Julia Sykes,Their Captive Bride Book 1),3.85,11,0,10/24,2022,24-Oct-22,Medium,266,Medium Priority,2,3,,,,,,,,,,,,3,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,3,,3,,,,3,,,,,1,1,3,,,,,,,,3,,,,,3,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,1,1,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,1,,,Unread,,,,1477
Size Matters ,Sam Crescent,Chaos and Carnage MC  ,3.88,8,0,1/18,2022,18-Jan-22,Medium,320,Low Priority,1,3,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,1,,3,1,,,,,,,,,,,1,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,1,,1,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,Unread,,,,1478
Devolose ,Alana Khan,Galaxy Gladiators ,4,7,0,8/18,2019,18-Aug-19,Short,201,Medium Priority,4,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unread,,,,1479
A Shadow in the Reaping ,Brynne Weaver,The Shadow Realm  ,3.65,10,1,9/27,2021,27-Sep-21,Medium,312,Medium Priority,3,1,,,,,,,,,,,,,,,,2,,,,,4,,1,,4,2,,2,2,,1,,1,,,,,4,2,,,1,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,1,1,1,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,Unread,,,,1480
Matteo,Ginger Talbot,,3.78,9,0,9/20,2018,20-Sep-18,Short,213,Low Priority,2,,,,,,,,,,,,,5,,5,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unread,,,,1481
Owned ,M. Never,Decadence after Dark  ,3.97,50,4,1/22,2015,22-Jan-15,Short,237,Medium Priority,2,6,,,,,,,,,,,,20,,,2,11,,,2,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,3,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5,,,,3,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,1,,,Unread,,,,1482
Little Bird Lost ,Jessie Walker,Lost Boys,4.23,11,1,3/18,2023,18-Mar-23,Epic,809,Medium Priority,4,3,,,,,,,,,,,,5,,,,,,,3,2,,,,,,,,,,,,,,,,,,,,,,1,3,,,,2,2,,2,,,,,,,,,2,,,,2,,,3,,,,,,,,,,,1,5,,,2,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,2,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,1,,,,,4,3,2,,,,,,2,,,,,2,,Unread,,,,1483
The Mage's Match ,Finley Fenn,The Mages  ,3.69,60,8,4/4,2019,4-Apr-19,Long,472,Medium Priority,3,,,,,,,,,,,,,,,,10,,,,14,,14,,,,7,18,,,,,,,,,,,,,8,,,5,,,,,,,,,,,13,,,2,,,15,,,,15,,1,,,,9,,,,,,,,1,,1,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,5,,,,,11,,16,,,,,2,,,,,,,,,,,,1,,15,8,,,1,,,,,8,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,,,,,,,,,,1,,,,,,6,,5,Unread,,,,1484
Sick Boys: Kranke Jungs ,Clarissa Wild,Spine Ridge University ,3.72,63,7,2/17,2023,17-Feb-23,Epic,605,Medium Priority,2,7,,,,,,,,,,,,7,2,3,3,6,,,3,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,1,,,,,,,,,,,7,,,,1,,,,,,,,,,,,,,,,,,,,7,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,3,2,,,,,,,,,,1,3,2,,Unread,,,,1485
Lulu's Cafe,T.I. Lowe,,4.36,15,0,1/12,2014,12-Jan-14,Medium,336,Low Priority,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,Unread,,,,1486
Breaking the Silence,Katie Allen,,3.67,27,2,12/28,2011,28-Dec-11,Short,234,Low Priority,2,18,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,1,,,,,,2,,1,6,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,4,,,,,,,,,,,9,,7,,,,,,,,,,,2,,,,,,3,7,5,,7,,,,12,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,1,,,,,,,2,,,,,13,,1,2,1,1,,,,,,,3,,,Unread,,,,1487
Possess Me ,Michelle Heard,Corrupted Royals  ,4.02,26,2,6/15,2023,15-Jun-23,Medium,290,Low Priority,2,2,,,,,,,,,,,,4,,1,1,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,3,,,,2,,,,,2,2,4,,,,3,,,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,,,,,,,,,,,,,,,,,,,,3,,,,,4,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,3,,,,,,2,,,,,,4,,,Unread,,,,1488
His Public Claim,Evie Rose,,4.23,11,1,2/12,2024,12-Feb-24,Novella,88,Medium Priority,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,Unread,,,,1489
Seduced by the Mafia Boss ,Shayla Black,Forbidden Confessions ,4.4,5,0,8/17,2021,17-Aug-21,Novella,98,Low Priority,1,2,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unread,,,,1490
Claiming Her Freedom,V.C. Lancaster,,3.71,21,4,12/26,2022,26-Dec-22,Short,203,Low Priority,2,,2,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,2,,,,,,,,,5,7,,,,,,,,,,,,,,,,1,,6,,,,6,,,,,,,,,,,,,,,4,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,4,Unread,,,,1491
Alien Most Wanted: Caged Beast ,Honey Phillips,Folsom Planet Blues  ,3.83,16,1,1/20,2022,20-Jan-22,Short,156,Medium Priority,3,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,3,,,,,,,,,4,4,2,,,,,2,,,,,,,,2,,,1,,,1,,2,,,,1,,,,,,,,,,,2,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,3,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,1,2,,1,Unread,,,,1492
